Image_ID,note_id,image_path,passed,image_type,reject_reason,confidence,width,height,aspect_ratio,duplicate_of
GRP-XHS-697c4f59000000000a03cf89-06,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_06.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-697c4f59000000000a03cf89-07,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_07.jpg,True,candidate_outfit,,1.0,640,854,0.7494,
GRP-XHS-697c4f59000000000a03cf89-08,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_08.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-697c4f59000000000a03cf89-09,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_09.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-697c4f59000000000a03cf89-10,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_10.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-697c4f59000000000a03cf89-11,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_11.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-697c4f59000000000a03cf89-12,697c4f59000000000a03cf89,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\697c4f59000000000a03cf89\image_12.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-01,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_01.jpg,True,candidate_outfit,,1.0,640,854,0.7494,
GRP-XHS-69722a62000000000903bfc5-02,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_02.jpg,True,candidate_outfit,,1.0,640,854,0.7494,
GRP-XHS-69722a62000000000903bfc5-03,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_03.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-04,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_04.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-05,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_05.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-06,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_06.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-07,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_07.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-08,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_08.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69722a62000000000903bfc5-09,69722a62000000000903bfc5,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69722a62000000000903bfc5\image_09.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-01,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_01.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-02,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_02.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-03,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_03.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-04,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_04.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-05,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_05.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-06,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_06.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-07,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_07.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-08,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_08.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69526886000000001e004c85-09,69526886000000001e004c85,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69526886000000001e004c85\image_09.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
